transaction_id,customer_id,product_id,quantity,discount_pct,transaction_date
152,89,38,1,0,2026-02-20
153,89,3,1,0.1,2026-03-18
154,90,10,1,0.1,2026-03-06
155,91,24,1,0.1,2026-03-05
156,92,7,1,0,2025-09-07
157,93,38,2,0,2025-06-06
158,94,12,1,0,2026-02-02
159,95,15,1,0.1,2026-03-22
160,96,9,1,0.1,2025-03-29
161,97,37,2,0.25,2025-10-21
162,97,40,1,0.2,2026-01-21
163,97,7,1,0,2026-03-13
164,98,56,1,0,2025-10-12
165,98,22,1,0,2026-02-04
166,99,54,1,0.2,2025-10-26
167,100,15,2,0,2026-01-01
168,100,2,1,0,2026-03-10
169,101,1,2,0.15,2025-11-13
170,102,23,1,0,2024-09-05
171,103,19,1,0.05,2026-03-30
172,104,29,1,0,2026-03-22
173,105,39,1,0,2026-03-09
174,106,35,1,0,2026-01-27
175,107,7,1,0,2025-08-19
176,108,25,1,0.1,2025-05-28
177,108,39,1,0.1,2025-06-19
178,108,1,1,0,2025-08-04
179,108,36,1,0,2025-08-30
180,108,5,1,0,2025-11-08
181,108,37,1,0,2025-12-07
182,108,14,1,0.05,2026-02-18
183,109,18,1,0.2,2025-11-12
184,109,3,1,0,2026-02-15
185,109,59,1,0,2026-03-11
186,110,13,2,0,2026-01-06
187,111,39,2,0,2025-07-14
188,111,36,1,0,2025-08-29
189,111,16,1,0.1,2025-09-18
190,111,14,1,0,2025-12-02
191,111,25,1,0.05,2026-02-01
192,112,53,1,0.05,2024-12-28
193,112,18,1,0.2,2025-01-17
194,112,48,1,0,2025-03-24
195,112,8,3,0,2025-04-16
196,112,45,2,0,2025-06-29
197,113,24,2,0,2025-09-21
198,113,11,1,0.25,2025-10-25
199,113,26,1,0,2025-11-09
200,113,25,3,0,2026-01-15
201,113,38,1,0,2026-02-02
202,113,45,1,0,2026-03-18
203,114,24,1,0,2025-11-15
204,115,35,2,0,2026-01-27
205,116,25,1,0,2026-03-05
206,117,55,1,0.1,2025-09-26
207,117,20,1,0,2025-11-10
208,117,51,2,0.2,2026-01-01
209,117,2,1,0,2026-02-18
210,118,14,1,0,2024-11-12
211,119,14,1,0.1,2025-05-05
212,119,24,1,0,2025-07-16
213,119,18,1,0.1,2025-09-08
214,120,1,1,0,2025-05-11
215,120,39,1,0,2025-06-26
216,120,45,1,0,2025-08-25
217,121,2,2,0,2026-01-23
218,122,13,2,0,2025-12-17
219,123,7,1,0.1,2026-03-10
220,124,50,1,0,2025-04-25
221,124,11,1,0,2025-07-31
222,124,6,1,0,2025-08-25
223,124,10,1,0.25,2025-11-22
224,124,13,1,0,2026-02-20
225,125,3,1,0,2025-05-31
226,125,37,1,0.05,2025-07-07
227,125,17,1,0.05,2025-09-05
228,126,5,1,0,2026-02-08
229,127,33,2,0,2024-06-18
230,127,42,1,0,2024-07-28
231,127,22,1,0.15,2024-11-02
232,127,1,1,0,2025-02-27
233,127,5,1,0,2025-05-20
234,127,22,3,0,2025-07-05
235,128,11,1,0.05,2025-06-03
236,129,48,1,0,2025-02-18
237,130,43,1,0,2026-02-09
238,131,22,1,0.1,2025-08-12
239,132,22,1,0.25,2026-01-22
240,133,22,1,0.05,2025-07-30
241,134,56,1,0,2026-03-27
242,135,26,1,0.05,2026-02-18
243,136,21,1,0,2025-12-14
244,137,40,2,0.1,2026-01-01
245,138,6,1,0,2026-03-17
246,139,45,2,0,2025-08-06
247,139,23,1,0,2025-11-04
248,139,18,1,0,2026-02-17
249,139,43,2,0,2026-03-22
250,140,60,2,0.05,2025-07-24
251,140,40,1,0,2025-10-30
252,140,24,1,0,2025-12-24
253,140,1,2,0.2,2026-01-30
254,141,22,1,0.05,2026-03-09
255,142,22,1,0.2,2026-01-06
256,143,40,1,0,2025-09-25
257,143,14,2,0.25,2025-10-23
258,143,42,1,0.1,2026-01-09
259,143,24,1,0,2026-02-11
260,144,48,1,0.15,2024-11-17
261,145,15,2,0.15,2025-11-09
262,145,54,1,0,2026-01-19
263,146,46,1,0.1,2026-02-04
264,147,1,1,0,2025-03-06
265,147,2,1,0,2025-04-18
266,147,39,1,0.05,2025-05-23
267,147,50,1,0.05,2025-08-03
268,148,60,1,0.1,2025-03-20
269,149,14,1,0,2025-11-02
270,149,33,1,0.1,2025-12-08
271,149,35,1,0,2026-03-10
272,150,10,1,0,2026-03-06
273,151,6,1,0,2026-03-14
274,152,23,1,0,2026-02-26
275,153,4,1,0,2026-03-09
276,154,41,2,0,2026-02-01
277,154,35,1,0.1,2026-02-26
278,155,27,1,0.15,2025-11-18
279,156,20,1,0,2025-03-28
280,157,17,1,0,2025-01-30
281,157,47,1,0.1,2025-04-14
282,158,34,1,0,2026-01-07
283,158,45,1,0.05,2026-03-07
284,159,28,1,0,2025-12-10
285,159,24,1,0.05,2026-03-22
286,160,46,1,0.05,2026-03-17
287,161,8,1,0,2025-03-19
288,162,11,1,0.1,2025-06-15
289,162,22,1,0.1,2025-07-27
290,162,38,1,0.2,2025-11-22
291,162,18,2,0.05,2025-12-31
292,162,25,2,0.2,2026-01-31
293,162,31,1,0,2026-02-20
294,163,10,1,0,2025-11-09
295,164,46,2,0,2025-06-29
296,165,42,2,0,2024-12-30
297,166,20,1,0,2025-08-06
298,167,5,1,0.05,2025-06-20
299,168,36,1,0,2026-02-06
300,169,42,1,0,2025-04-25
301,170,29,2,0,2025-03-31
302,171,48,1,0,2025-01-08
303,171,12,1,0,2025-03-07
304,171,19,1,0,2025-07-04
305,171,16,2,0.15,2025-10-28
306,171,45,2,0,2025-12-20
307,171,27,1,0.1,2026-02-12
308,172,9,2,0,2026-01-02
309,172,4,2,0,2026-03-22
310,173,29,1,0,2025-07-13
311,173,23,2,0.1,2025-08-01
312,173,6,1,0.15,2025-10-13
313,173,8,1,0.1,2025-11-03
314,173,17,1,0.25,2026-01-03
315,174,1,1,0,2025-07-20
316,175,40,2,0.25,2026-01-17
317,176,16,1,0,2025-09-18
318,177,11,1,0,2026-03-26
319,178,1,1,0.2,2026-01-06
320,179,60,3,0.1,2026-03-29
321,180,7,2,0,2026-02-17
322,181,5,1,0.05,2026-03-26
323,182,14,1,0.1,2025-07-22
324,183,34,1,0.1,2025-12-23
325,183,2,1,0,2026-02-23
326,184,29,1,0.1,2025-07-20
327,185,59,1,0,2025-08-08
328,186,16,2,0.2,2025-10-03
329,187,18,1,0.1,2026-03-24
330,188,8,3,0.1,2026-01-18
331,189,52,1,0.25,2024-11-27
332,189,21,1,0,2025-02-03
333,189,47,1,0,2025-04-10
334,189,47,2,0,2025-06-13
335,189,20,1,0,2025-09-30
336,189,45,2,0,2025-10-19
337,189,42,1,0,2026-01-16
338,190,24,2,0,2025-03-31
339,191,54,1,0,2026-03-13
340,192,26,1,0.1,2025-12-24
341,193,34,1,0,2025-12-04
342,193,23,1,0,2026-03-03
343,194,15,1,0,2024-11-27
344,195,10,2,0,2026-03-12
345,196,12,1,0,2026-03-26
346,197,35,3,0,2025-06-18
347,198,8,1,0,2026-03-27
348,199,2,1,0.15,2025-11-04
349,199,31,1,0.15,2026-01-31
350,200,13,1,0.1,2025-09-07
351,201,13,2,0.05,2026-03-23
352,202,23,1,0.25,2025-01-07
353,203,24,2,0.1,2026-01-12
354,204,29,1,0,2025-11-06
355,204,17,1,0.05,2025-12-07
356,204,30,1,0.25,2026-01-04
357,204,54,3,0,2026-03-09
358,205,39,2,0,2026-03-25
359,206,3,1,0,2026-02-22
360,206,15,1,0.1,2026-03-11
361,207,43,2,0,2025-12-24
362,208,46,1,0,2025-11-04
363,209,1,1,0,2024-11-26
364,209,19,1,0,2025-03-05
365,210,15,1,0.1,2026-03-22
366,211,14,1,0.1,2025-10-12
367,211,48,1,0,2026-01-15
368,211,34,1,0,2026-01-31
369,211,44,1,0,2026-03-25
370,212,45,3,0.1,2024-11-07
371,213,29,1,0.05,2026-02-05
372,214,28,1,0,2025-12-10
373,215,13,1,0,2025-08-13
374,216,14,2,0,2025-11-15
375,216,38,2,0.1,2025-12-14
376,216,5,1,0,2026-03-12
377,217,3,2,0,2025-03-08
378,218,11,1,0.1,2025-03-09
379,219,27,1,0,2024-08-27
380,219,53,2,0,2024-09-25
381,219,18,1,0.15,2024-10-22
382,219,20,1,0,2025-02-11
383,219,32,2,0.1,2025-03-03
384,219,51,1,0.1,2025-03-19
385,219,27,1,0.05,2025-04-20
386,220,22,1,0,2026-03-05
387,221,13,2,0.1,2025-07-25
388,221,51,1,0.15,2025-10-26
389,221,7,1,0,2025-12-28
390,222,18,1,0.1,2025-09-06
391,223,28,3,0.1,2025-05-15
392,223,45,1,0.1,2025-08-05
393,223,31,1,0,2025-11-26
394,223,23,1,0,2026-03-16
395,224,34,1,0.1,2026-02-22
396,224,45,2,0,2026-03-28
397,225,42,1,0.1,2026-01-07
398,225,4,1,0,2026-02-12
399,225,16,1,0,2026-03-08
400,226,44,1,0.15,2026-01-25
401,227,14,3,0.1,2026-03-28
402,228,26,1,0,2025-12-05
403,229,25,2,0.05,2026-03-30
404,230,59,1,0.05,2025-03-19
405,231,35,1,0.1,2026-01-23
406,232,40,2,0.1,2026-01-30
407,233,32,1,0.1,2025-10-21
408,233,38,1,0.25,2026-01-15
409,234,23,3,0,2025-09-06
410,234,30,1,0,2025-10-19
411,234,44,1,0.25,2025-11-03
412,235,38,1,0,2026-03-29
413,236,19,1,0,2024-09-20
414,237,19,1,0.25,2026-01-25
415,238,44,1,0.05,2025-06-15
416,238,51,3,0,2025-09-24
417,238,13,1,0,2025-12-23
418,238,44,2,0,2026-01-22
419,239,39,1,0,2025-12-12
420,240,46,2,0.05,2026-02-05
421,240,43,3,0.1,2026-03-05
422,241,41,1,0,2026-03-25
423,242,56,2,0,2026-03-16
424,243,24,2,0.05,2025-07-15
425,244,12,1,0,2026-02-04
426,245,33,1,0,2025-07-28
427,246,24,1,0,2025-12-08
428,247,51,3,0.1,2025-07-20
429,248,35,1,0,2024-09-02
430,248,45,1,0.2,2024-10-09
431,248,48,1,0.1,2024-12-27
432,249,57,1,0,2026-03-30
433,250,45,1,0.15,2026-01-11
434,251,11,1,0,2025-02-18
435,252,5,1,0,2025-11-10
436,252,48,2,0,2026-03-01
437,253,20,1,0.1,2024-07-20
438,253,28,1,0.2,2024-11-08
439,253,21,2,0.25,2025-01-31
440,253,11,1,0,2025-02-19
441,254,23,1,0.05,2025-06-01
442,255,5,1,0,2026-03-26
443,256,47,1,0.1,2025-04-16
444,257,22,1,0.05,2025-09-03
445,258,24,3,0.1,2025-10-27
446,259,50,1,0,2025-03-02
447,259,38,1,0,2025-05-13
448,259,17,1,0.05,2025-06-19
449,260,18,1,0.25,2025-01-14
450,260,35,1,0.05,2025-03-02
451,260,26,2,0,2025-03-17
452,260,27,1,0.05,2025-05-13
453,260,21,1,0,2025-07-26
454,260,16,1,0.1,2025-11-08
455,260,16,3,0.05,2025-12-12
456,260,33,2,0.25,2026-01-01
457,261,11,1,0,2026-02-09
458,262,46,2,0,2025-09-05
459,263,50,1,0.05,2025-09-22
460,263,25,2,0.1,2025-10-12
461,263,21,1,0,2026-01-22
462,263,11,1,0.05,2026-03-19
463,264,2,1,0.05,2025-02-06
464,265,35,1,0.1,2026-03-11
465,266,28,2,0,2025-09-15
466,267,60,2,0.25,2025-10-29
467,267,38,1,0,2025-11-26
468,267,12,1,0,2026-01-06
469,267,3,2,0.05,2026-03-30
470,268,4,2,0,2025-03-30
471,269,19,1,0,2026-03-06
472,270,14,1,0.1,2025-12-15
473,271,38,2,0.05,2025-09-18
474,272,42,2,0,2025-12-03
475,272,23,1,0,2025-12-23
476,273,43,1,0.25,2026-01-03
477,273,3,1,0,2026-02-23
478,274,45,1,0.1,2026-03-28
479,275,11,2,0.1,2026-02-06
480,276,1,1,0.05,2025-07-14
481,276,21,2,0.1,2025-10-19
482,276,24,2,0,2025-12-20
483,276,23,2,0,2026-01-05
484,276,4,1,0,2026-03-31
485,277,15,1,0.05,2025-02-02
486,278,45,1,0.05,2025-12-17
487,278,11,1,0,2026-01-07
488,279,10,1,0,2026-03-19
489,280,11,1,0.1,2026-01-31
490,281,30,1,0.1,2025-10-25
491,281,39,1,0.1,2026-01-27
492,281,43,1,0,2026-02-19
493,281,16,1,0.1,2026-03-30
494,282,39,1,0,2025-04-03
495,282,56,1,0,2025-06-12
496,282,14,1,0.05,2025-08-01
497,283,5,2,0,2025-06-15
498,284,52,1,0.25,2024-10-24
499,285,2,2,0.05,2025-02-02
500,286,31,2,0,2025-11-18
501,286,57,1,0.05,2026-02-21
502,286,15,1,0,2026-03-11
503,287,46,1,0,2025-04-06
504,288,33,1,0,2026-03-07
505,289,4,2,0.2,2025-11-01
506,289,33,1,0,2026-01-19
507,290,22,1,0,2024-10-17
508,290,32,2,0,2024-11-23
509,291,20,1,0.1,2025-10-11
510,292,13,1,0.05,2026-03-22
511,293,54,1,0.15,2026-01-05
512,294,24,3,0.1,2025-09-08
513,294,48,1,0.05,2025-09-28
514,294,31,1,0.1,2025-10-18
515,294,26,1,0.15,2026-01-24
516,295,52,1,0,2026-03-18
517,296,42,1,0,2024-12-08
518,297,49,1,0,2024-06-07
519,298,16,1,0.1,2025-12-12
520,299,15,1,0.1,2026-01-24
521,300,26,1,0,2026-03-03
522,301,48,1,0.1,2025-08-24
523,302,15,1,0,2025-08-24
524,302,1,1,0.2,2025-11-08
525,302,23,1,0.2,2026-01-23
526,303,3,1,0,2025-08-16
527,304,19,1,0.05,2025-06-29
528,305,48,1,0.1,2026-01-25
529,306,52,1,0,2026-03-17
530,307,46,1,0.05,2025-12-08
531,307,39,1,0.05,2026-02-22
532,307,24,1,0,2026-03-30
533,308,28,1,0,2025-06-04
534,308,4,1,0.05,2025-09-03
535,309,2,1,0.05,2025-09-11
536,309,33,1,0,2025-12-22
537,309,11,1,0.05,2026-02-28
538,310,13,2,0.25,2025-10-02
539,311,33,1,0,2026-03-10
540,312,16,2,0,2026-03-03
541,313,43,1,0.25,2025-11-22
542,314,48,1,0,2025-12-16
543,315,38,1,0.05,2025-03-07
544,315,16,1,0.1,2025-04-08
545,315,46,1,0.05,2025-05-25
546,315,11,1,0,2025-08-09
547,315,14,1,0.25,2025-11-30
548,315,29,2,0.15,2026-01-13
549,316,22,1,0.25,2025-10-05
550,317,4,1,0.05,2025-05-15
551,318,21,1,0,2025-02-02
552,318,58,1,0.1,2025-04-19
553,319,15,2,0.25,2025-11-09
554,320,24,2,0,2026-01-25
555,320,19,2,0.05,2026-02-24
556,321,25,1,0.25,2025-10-28
557,321,2,2,0.15,2026-01-29
558,322,14,1,0,2026-03-14
559,323,36,1,0,2026-03-23
560,324,45,1,0.2,2026-01-10
561,325,3,1,0,2025-06-14
562,326,11,2,0.05,2026-02-06
563,327,10,1,0.25,2026-01-25
564,327,15,1,0,2026-03-17
565,328,1,3,0,2026-03-21
566,329,55,1,0,2026-02-27
567,330,16,1,0.1,2025-06-30
568,331,2,1,0.1,2026-03-28
569,332,42,1,0,2025-07-13
570,332,16,1,0.15,2025-10-07
571,333,9,1,0,2025-12-17
572,333,18,2,0.05,2026-03-15
573,333,57,2,0.05,2026-03-30
574,334,20,3,0.05,2025-07-12
575,335,42,3,0,2026-03-17
576,336,34,2,0.15,2025-11-26
577,337,7,1,0,2025-09-12
578,337,28,2,0.15,2025-10-11
579,338,13,1,0,2026-03-14
580,339,14,1,0.1,2026-02-23
581,340,21,2,0,2026-02-25
582,341,16,2,0,2026-02-12
583,342,24,1,0,2025-12-27
584,343,16,1,0,2025-06-19
585,344,4,2,0.05,2026-03-04
586,345,38,2,0.1,2025-12-30
587,345,56,1,0.05,2026-02-28
588,346,56,1,0.1,2025-11-15
589,347,56,1,0.05,2025-12-30
590,347,4,2,0,2026-03-18
591,348,44,2,0,2025-12-13
592,348,19,2,0,2026-01-03
593,348,14,1,0,2026-03-26
594,349,13,1,0,2026-01-20
595,350,18,1,0,2026-03-11
596,351,5,1,0,2026-03-17
597,352,54,1,0,2025-12-20
598,353,7,1,0,2025-04-11
599,354,41,1,0.05,2026-03-25
600,355,10,1,0,2025-12-31
601,356,19,2,0,2025-09-18
602,356,24,1,0,2026-01-03
603,356,20,1,0.1,2026-02-21
604,357,36,1,0.15,2025-10-12
605,358,21,2,0,2025-07-26
606,359,3,1,0,2025-04-01
607,359,23,1,0.1,2025-06-05
608,360,18,1,0.05,2025-09-25
609,361,19,1,0.25,2025-10-21
610,361,52,1,0.1,2026-02-16
611,362,27,3,0,2025-07-29
612,363,23,1,0.1,2025-08-30
613,364,43,1,0,2026-03-02
614,365,27,2,0.25,2025-11-29
615,366,42,1,0.05,2026-03-11
616,367,14,1,0,2025-08-28
617,368,6,1,0.1,2024-05-11
618,369,23,1,0,2026-03-30
619,370,42,1,0.05,2025-04-27
620,371,4,1,0.1,2025-05-25
621,371,26,1,0,2025-08-05
622,371,2,2,0.15,2025-10-11
623,371,13,2,0.2,2025-11-16
624,371,38,1,0.05,2025-12-24
625,371,11,2,0.15,2026-01-10
626,372,16,1,0,2026-03-06
627,373,15,1,0.1,2024-08-21
628,373,18,2,0.15,2024-11-24
629,373,57,2,0.05,2024-12-25
630,373,24,1,0.2,2025-01-25
631,374,24,1,0.05,2026-03-05
632,375,41,2,0.15,2025-01-20
633,375,26,1,0,2025-03-31
634,375,15,1,0,2025-06-21
635,375,27,1,0,2025-09-25
636,376,56,1,0.15,2025-11-25
637,376,46,1,0,2026-02-16
638,376,16,1,0.05,2026-03-04
639,377,16,1,0.1,2025-07-08
640,378,7,1,0.05,2025-07-10
641,378,46,2,0.25,2025-10-15
642,378,23,1,0,2025-12-18
643,378,14,1,0,2026-02-19
644,379,34,1,0.1,2025-09-25
645,379,28,1,0,2025-10-24
646,380,9,1,0,2025-02-17
647,381,15,1,0.25,2026-01-16
648,382,2,1,0.15,2025-01-19
649,383,42,1,0,2025-06-09
650,383,15,1,0,2025-07-21
651,383,8,1,0,2025-09-17
652,383,37,1,0.25,2025-11-24
653,383,20,1,0,2026-01-17
654,384,12,2,0.05,2025-09-13
655,385,28,1,0.1,2025-12-19
656,386,9,1,0,2025-04-23
657,386,29,1,0,2025-06-16
658,386,40,3,0,2025-08-11
659,386,30,1,0,2025-09-15
660,386,31,2,0,2025-12-19
661,387,44,1,0,2026-03-05
662,387,2,1,0,2026-03-25
663,388,10,1,0.1,2026-03-30
664,389,6,1,0.25,2026-01-10
665,390,14,1,0,2025-07-22
666,391,42,2,0,2025-12-05
667,391,37,1,0.1,2026-01-29
668,392,41,2,0.15,2024-10-27
669,393,17,1,0,2026-03-29
670,394,6,1,0,2025-12-09
671,394,22,2,0.2,2026-01-17
672,395,9,1,0,2026-03-15
673,396,6,1,0.1,2026-03-22
674,397,15,2,0.05,2026-02-19
675,398,46,1,0.25,2026-01-27
676,399,9,2,0,2026-01-23
677,400,33,1,0.1,2025-11-16
678,400,23,1,0,2026-02-06
679,401,3,1,0,2025-06-29
680,401,20,1,0,2025-09-18
681,401,31,1,0.05,2025-12-26
682,402,34,1,0,2025-12-09
683,403,25,2,0,2026-02-13
684,403,26,1,0.1,2026-03-28
685,404,24,2,0.15,2026-01-02
686,404,48,1,0.2,2026-01-24
687,405,2,2,0,2026-02-02
688,405,45,1,0.1,2026-03-23
689,406,7,1,0.05,2025-02-11
690,407,23,2,0.05,2026-03-19
691,408,36,1,0.1,2026-02-28
692,409,20,1,0.15,2026-01-14
693,410,33,1,0,2025-10-02
694,410,34,1,0.1,2025-10-30
695,410,45,3,0,2025-12-05
696,410,43,2,0,2026-03-31
697,411,16,1,0,2025-10-18
698,411,21,2,0,2026-02-15
699,412,31,1,0,2025-12-17
700,412,58,1,0,2026-02-16
701,413,53,1,0,2025-08-05
702,414,18,1,0.1,2025-06-25
703,415,45,1,0.2,2025-10-13
704,416,1,1,0,2026-02-06
705,417,18,2,0,2025-11-15
706,418,5,1,0,2025-09-18
707,419,16,1,0.25,2025-10-02
708,420,8,1,0.1,2026-03-14
709,421,38,1,0,2026-02-26
710,422,10,1,0,2025-05-10
711,423,19,1,0,2025-12-03
712,423,40,1,0.05,2026-03-26
713,424,47,2,0.15,2025-11-09
714,425,9,1,0.05,2025-04-15
715,426,30,1,0,2025-06-13
716,427,23,1,0.15,2024-10-13
717,428,58,1,0,2026-03-09
718,429,17,2,0,2025-12-18
719,430,10,1,0.05,2025-07-08
720,430,14,1,0,2025-08-08
721,430,39,2,0.15,2025-10-05
722,431,32,1,0.05,2026-03-15
723,432,16,1,0,2024-09-12
724,432,22,1,0.25,2024-10-22
725,432,18,1,0.1,2025-01-16
726,432,11,1,0,2025-04-19
727,432,6,1,0,2025-08-06
728,433,40,1,0,2025-08-27
729,433,24,2,0,2025-11-29
730,433,40,2,0,2026-01-01
731,433,41,1,0.1,2026-03-13
732,434,41,1,0,2025-12-23
733,435,12,1,0,2026-03-12
734,436,17,1,0.05,2025-12-02
735,437,60,1,0,2025-12-25
736,438,3,1,0,2024-07-28
737,438,46,1,0,2024-09-29
738,438,25,1,0.1,2024-12-27
739,438,11,1,0,2025-04-05
740,438,11,1,0,2025-06-26
741,439,36,1,0,2026-02-21
742,440,22,1,0,2025-07-08
743,441,8,1,0.1,2026-03-28
744,442,4,2,0.1,2026-01-27
745,443,19,1,0,2026-03-26
746,444,30,1,0,2026-03-16
747,445,57,1,0,2025-11-09
748,446,57,2,0,2025-07-03
749,446,19,1,0,2025-10-06
750,446,33,3,0.2,2025-11-22
751,446,47,1,0,2026-01-25
752,447,19,3,0.05,2025-02-23
753,448,11,1,0.2,2025-10-12
754,448,28,2,0,2025-12-08
755,448,33,2,0,2026-02-18
756,449,51,1,0.05,2026-03-13
757,450,54,1,0.05,2026-03-10
758,451,6,2,0,2026-02-07
759,452,19,3,0.1,2025-11-10
760,452,23,2,0,2026-02-26
761,452,4,1,0,2026-03-16
762,453,46,1,0.05,2025-02-27
763,453,16,1,0,2025-03-17
764,454,30,1,0,2025-12-12
765,455,44,1,0.1,2024-11-08
766,455,19,1,0,2024-12-10
767,455,4,1,0,2025-02-27
768,456,23,3,0,2026-01-12
769,456,8,2,0,2026-03-02
770,457,43,1,0,2025-09-24
771,457,31,1,0.15,2026-01-05
772,457,36,1,0.05,2026-03-02
773,458,36,2,0.05,2025-09-01
774,459,8,2,0,2026-03-26
775,460,7,1,0.1,2025-06-01
776,460,52,1,0,2025-07-17
777,460,41,1,0.15,2025-10-06
